标志,ID,人物,立绘,位置,内容,跳转,背景效果,效果,音效,背景音,背景,变量,章节,事件
#,40,莉莉白,莉莉白（自信）,右,自我有印象起，苔眠地的雾灾一年比一年严重。,41,,,,,bgllb,,0,
#,41,莉莉白,莉莉白（自信）,右,我们一同工作过的酒庄有代销苔眠地生产的酒的业务。,42,,,,,bgllb,,0,
#,42,莉莉白,莉莉白（自信）,右,我留意过数据，这几年从苔眠地出口的酒越来越少。,43,,,,,bgllb,,0,
#,43,莉莉白,莉莉白（自信）,右,苔眠地毕竟是我的故乡，我不希望它消失。,44,,,,,bgllb,,0,
#,44,舒悦杉,舒悦杉（正常）,左,所以你消失这么久就是来找我说这些的吗？,45,,,,,bgllb,,0,
#,45,舒悦杉,舒悦杉（正常）,左,好不容易见面一次就要说道别的话。,46,,,,,bgllb,,0,
#,46,莉莉白,莉莉白（自信）,右,对我自信一点，等我研究出除雾酒，拥有自己的酒馆。,47,,,,,bgllb,,0,
#,47,莉莉白,莉莉白（自信）,右,一定会请你来苔眠地度假！,48,,,,,bgllb,,0,
#,48,莉莉白,莉莉白（自信）,右,看在这个承诺的份上，为我调一杯酒吧。,49,,,,,bgllb,,0,
#,49,莉莉白,莉莉白（自信）,右,我想念你的手艺了。,50,,,,,bgllb,,0,
#,50,舒悦杉,舒悦杉（微笑）,左,唉，好吧，这杯酒祝你一切顺利。,51,,,,,bgllb,,0,
#,51,,,,,52,out,out,,,bgllb,,0,
#,52,,,,,53,in,in,,海岸边A Lullaby,海上列车舒,,0,
#,53,舒悦杉,舒悦杉（平静）,左,……,54,blur,,,,海上列车舒,,0,
#,54,舒悦杉,舒悦杉（正常）,左,上一次和莉莉白见面是什么时候的事情了，三个月前？,55,,,,,海上列车舒,,0,
#,55,舒悦杉,舒悦杉（正常）,左,实验室那天她说回去继续搞雾滴转化的配方，让我等她消息。我说行。 ,56,,,,,海上列车舒,,0,
#,56,舒悦杉,舒悦杉（凝重）,左,在那之后，就再也没收到过莉莉白的消息了。,57,,,,,海上列车舒,,0,
#,57,舒悦杉,舒悦杉（凝重）,左,还以为她又钻进实验室把全世界忘了，她这人一直这样。,58,,,,,海上列车舒,,0,
#,58,舒悦杉,舒悦杉（凝重）,左,……但三个月不回消息，不太像她。,59,,,,,海上列车舒,,0,
#,59,舒悦杉,舒悦杉（凝重）,左,信没来过，邮件也没回过。跟人间蒸发了一样。,60,,,,,海上列车舒,,0,
#,60,舒悦杉,舒悦杉（正常）,左,直到三天前。,61,,,,,海上列车舒,,0,
EVENT,61,,,,,62,,,,,海上列车舒,,0,letter
#,62,舒悦杉,舒悦杉（正常）,左,等我反应过来的时候……人已经在车上了。,63,,,,,海上列车舒,,0,
#,63,舒悦杉,舒悦杉（凝重）,左,那封信没署名。字也不是她的。,64,,,,,海上列车舒,,0,
#,64,舒悦杉,舒悦杉（凝重）,左,上次相聚，她还说她要研发出能终结雾灾的酒，请我去苔眠地度个假。,65,,,,,海上列车舒,,0,
#,65,舒悦杉,舒悦杉（凝重）,左,可信上确写，她失踪了。,66,,,,,海上列车舒,,0,
#,66,舒悦杉,舒悦杉（凝重）,左,可奇怪的是，在外界的所有报道里，苔眠地就像一个巨大的黑洞。,67,,,,,海上列车舒,,0,
#,67,舒悦杉,舒悦杉（正常）,左,莉莉白以前提过这个地方，那是她的家乡。还说雾在变大，小镇在“消失”。,68,,,,,海上列车舒,,0,
#,68,舒悦杉,舒悦杉（凝重）,左,可是……如果一个小镇在消失，总该有人搬走吧。新闻里什么都没有。没有撤离通告，没有求救信号。,69,,,,,海上列车舒,,0,
#,69,舒悦杉,舒悦杉（正常）,左,或者……他们根本出不来。,70,,,,,海上列车舒,,0,
#,70,舒悦杉,舒悦杉（正常）,左,算了...还是亲眼看看吧。,71,,,,,海上列车舒,,0,
#,71,舒悦杉,舒悦杉（凝重）,左,不然....我可能真的会永远失去她。,72,,,,,海上列车舒,,0,
#,72,,,,,73,in,,,Mystery Unsolved,qj,,1,
#,73,舒悦杉,舒悦杉（正常）,左,"……到了,苔眠地。",74,,,,,qj,,1,
#,74,舒悦杉,舒悦杉（正常）,左,这地方不对劲。,75,,,,,qj,,1,
#,75,舒悦杉,舒悦杉（平静）,左,青苔。到处都是青苔。墙上、路上、电线杆上……连人家窗户都糊了一半。,76,,,,,qj,,1,
#,76,舒悦杉,舒悦杉（平静）,左,有些房子看上去根本不是住人的状态。门歪着，窗框烂了一半，但青苔长得整整齐齐的，像是已经这样很多年了。,77,,,,,qj,,1,
#,77,舒悦杉,舒悦杉（平静）,左,空气也是。又湿又沉，吸进去嗓子发黏。,78,,,,,qj,,1,
#,78,舒悦杉,舒悦杉（平静）,左,莉莉白在家乡好像有自己的酒馆，她跟我提过……,79,,,,,qj,,1,
#,79,舒悦杉,舒悦杉（疑惑）,左,叫什么来着？,80,,,,,qj,,1,
#,80,,,,,81,out,out,,,qj,,1,
#,81,,,,,82,in,in,,,dm,,1,
#,82,舒悦杉,舒悦杉（正常）,左,找到了...就是这里，<color=#91002D>“雾木”</color>。,83,,,,,dm,,1,
#,83,舒悦杉,舒悦杉（疑虑）,左,奇怪，这一路走来，镇上所有的窗户都爬上厚重的青苔，只有这里……,84,,,,,dm,,1,
#,84,舒悦杉,舒悦杉（疑虑）,左,这扇门。干干净净的。连门把手都被磨得发亮。,85,,,,,dm,,1,
#,85,舒悦杉,舒悦杉（疑虑）,左,就像……每天都有人在这里进出一样。,86,,,,,dm,,1,
EVENT,86,,,,,87,,,,,dm,,1,door
#,87,舒悦杉,舒悦杉（正常）,左,空气也不对。外面全是那种潮湿发霉的味道，闻久了嗓子痒。但站在这里……,88,,,,,dm,,1,
#,88,舒悦杉,舒悦杉（正常）,左,有一股陈年的酒味。,89,,,,,dm,,1,
#,89,舒悦杉,舒悦杉（平静）,左,嗯？里面有动静。,90,,,,,dm,,1,
#,90,舒悦杉,舒悦杉（疑虑）,左,那是……呼噜声？,91,,,,,dm,,1,
#,91,,,,,92,,,,,jgna,,1,
#,92,？？？,黑雪克,右,别摇了……再摇要吐了……,93,,,,,jgna,,1,
#,93,舒悦杉,舒悦杉（正常）,左,Hello？还活着吗？,94,,,,,jgna,,1,
EVENT,94,,,,,95,,,,,jgna,,1,xk
#,95,？？？,雪克（惊恐）,右,啊！火！莉莉白！救命——。,96,,,,,jgna,,1,
#,96,？？？,雪克（惊恐）,右, 别过来！别——。,97,,,,,jgna,,1,
#,97,？？？,雪克（惊恐）,右,……火呢？,98,,,,,jgna,,1,
#,98,？？？,雪克（正常）,右,……我没在烧？等一下，你是谁？,99,,,,,jgna,,1,
#,99,舒悦杉,舒悦杉（正常）,左,你先别动。躺好。,100,,,,,jgna,,1,
#,100,舒悦杉,舒悦杉（正常）,左,你刚才一直在地上缩着，像个球。我推了半天才有反应。,101,,,,,jgna,,1,
#,101,？？？,雪克（正常）,右,等一下...不，我是说……你是莉莉白提到的那个，就是那个——莉莉白整天挂在嘴上的——只会算浓度的——。,102,,,,,jgna,,1,
#,102,舒悦杉,舒悦杉（正常）,左,……我是舒悦杉。,103,,,,,jgna,,1,
#,103,？？？,雪克（兴奋）,右,噢！天哪！你真的来了！,104,,,,,jgna,,1,
#,104,舒悦杉,舒悦杉（疑惑）,左,……一个会说话的，甚至还有自我意识的罐子？,105,,,,,jgna,,1,
#,105,？？？,雪克（喜欢）,右,真不礼貌！从莱特把我打造出来以后，我就一直有意识啊！,106,,,,,jgna,,1,
#,106,雪克,雪克（正常）,右,我是雪克，也是这件酒馆的管家。,107,,,,,jgna,,1,
#,107,雪克,雪克（正常）,右,那你怎么在这里。莉莉白呢？,108,,,,,jgna,,1,
#,108,舒悦杉,舒悦杉（正常）,左,我正想问你。,109,,,,,jgna,,1,
#,109,舒悦杉,舒悦杉（正常）,左,莉莉白在哪。,110,,,,,jgna,,1,
#,110,雪克,雪克（正常）,右,谁？莉莉白……不在？不对啊，我最后看到的……,111,,,,,jgna,,1,
#,111,舒悦杉,舒悦杉（惊讶）,左,你知道莉莉白在哪？,112,,,,,jgna,,1,
#,112,雪克,雪克（惊恐）,右,不对。我最后看到的……是火，我最后看到的就是火。再睁眼就是你在我旁边使劲推我。,113,,,,,jgna,,1,
#,113,舒悦杉,舒悦杉（惊讶）,左,火灾？,114,,,,,jgna,,1,
#,114,雪克,雪克（惊恐）,右,那天晚上，火大得像要把天空烧个窿。莉莉白突然冲进来，满脸都是灰，像是急匆匆地找什么东西。,115,,,,,jgna,,1,
#,115,雪克,雪克（惊恐）,右,她说让我小心。然后我就……我就断电了。后面的事情我都不记得了。,116,,,,,jgna,,1,
#,116,雪克,雪克（低落）,右,再醒来，酒馆就变成了这副鬼样子。,117,,,,,jgna,,1,
#,117,雪克,雪克（正常）,右,你刚刚说莉莉白，她怎么了？,118,,,,,jgna,,1,
#,118,舒悦杉,舒悦杉（凝重）,左,……她不见了，雪克。我联系不上她。我来苔眠地，就是为了找她。,119,,,,,jgna,,1,
#,119,雪克,雪克（惊恐）,右,……联系不上是什么意思。,120,,,,,jgna,,1,
#,120,舒悦杉,舒悦杉（正常）,左,就是字面意思。三个月没有任何消息。直到三天前收到一封不像她写的信，叫我来这里。,121,,,,,jgna,,1,
#,121,舒悦杉,舒悦杉（凝重）,左,到了之后发现酒馆是这个样子。你在地上躺着。 ,122,,,,,jgna,,1,
#,122,舒悦杉,舒悦杉（凝重）,左,但是她不在这里。,123,,,,,jgna,,1,
#,123,雪克,雪克（低落）,右,不在了。……所以连你也不知道。,124,,,,,jgna,,1,
#,124,舒悦杉,舒悦杉（正常）,左,但我不是空手来的。我有一些线索。不多，但有方向。,125,,,,,jgna,,1,
#,125,舒悦杉,舒悦杉（正常）,左,不过我需要你的帮忙。,126,,,,,jgna,,1,
#,126,舒悦杉,舒悦杉（正常）,左,你跟莉莉白住在一起。你比我更了解这里的情况。,127,,,,,jgna,,1,
#,127,舒悦杉,舒悦杉（正常）,左,我想找你了解一下，这里到底发生了什么事。,128,,,,,jgna,,1,
#,128,雪克,雪克（正常）,右,你想了解什么？从头说吗？,129,,,,,jgna,,1,
#,129,舒悦杉,舒悦杉（正常）,左,嗯？越多越好。,130,,,,,jgna,,1,
#,130,雪克,雪克（正常）,右,很久以前的事了。那时候这座酒馆刚刚建起来。,131,,,,,jgna,,1,
#,131,雪克,雪克（正常）,右,莉莉白研发出了那种用雾酿的酒。你知道吧？镇上的人都疯了似的喜欢。,132,,,,,jgna,,1,
#,132,雪克,雪克（喜欢）,右,每天一到傍晚，酒馆就满了。吵得很，但是……大家都很开心。,133,,,,,jgna,,1,
#,133,雪克,雪克（喜欢）,右,莉白那时候很开心。忙，但是开心的忙。她在吧台后面调酒，我在旁边打下手——洗杯子、递材料、偶尔帮她试口感。她说我试的特别准。,134,,,,,jgna,,1,
#,134,舒悦杉,舒悦杉（正常）,左,后来呢。,135,,,,,jgna,,1,
#,135,雪克,雪克（正常）,右,后来人越来越多，她一个人搞不定了。,136,,,,,jgna,,1,
#,136,雪克,雪克（正常）,右,就招了帮手。有本地的，也有外面来的。后面扩建了一次，又加了一层。,137,,,,,jgna,,1,
#,137,雪克,雪克（正常）,右,那段时间……怎么说呢，像做梦一样。每天都有新面孔，酒不够卖，莉莉白整天在实验室里研究新配方。,138,,,,,jgna,,1,
#,138,舒悦杉,舒悦杉（正常）,左,然后人变少了。,139,,,,,jgna,,1,
#,139,雪克,雪克（正常）,右,……你怎么知道。,140,,,,,jgna,,1,
#,140,雪克,雪克（低落）,右,是的。不知道什么时候开始的。不是突然没的那种。是一点点少。今天两桌没人来，明天几个熟脸也不见了。 ,141,,,,,jgna,,1,
#,141,雪克,雪克（低落）,右,我问过莉莉白。她说没事，就是淡季。,142,,,,,jgna,,1,
#,142,雪克,雪克（低落）,右,不光是人变少了。她也变了。,143,,,,,jgna,,1,
#,143,雪克,雪克（低落）,右,开始经常不在酒馆。出门，一去就是大半天。问她去哪了，她说办事。,144,,,,,jgna,,1,
#,144,舒悦杉,舒悦杉（正常）,左,你没问过她怎么了？,145,,,,,jgna,,1,
#,145,雪克,雪克（正常）,右,问过。,146,,,,,jgna,,1,
#,146,雪克,雪克（低落）,右,她每次都说：“别担心，雪克。没事的。”,147,,,,,jgna,,1,
#,147,雪克,雪克（低落）,右,但她说话的时候不看我。盯着桌面或者窗外。,148,,,,,jgna,,1,
#,148,舒悦杉,舒悦杉（正常）,左,为什么没办法？,149,,,,,jgna,,1,
#,149,雪克,雪克（低落）,右,舒，我跟这座酒馆是一体的。从莱特打造我出来以后，我就没出去过。,150,,,,,jgna,,1,
#,150,雪克,雪克（低落）,右,门以外的地方对我来说就是空白。,151,,,,,jgna,,1,
#,151,雪克,雪克（低落）,右,她在外面遇到了什么、跟谁说过话、看到了什么——我全不知道，我只能在酒馆里面看着。,152,,,,,jgna,,1,
#,152,雪克,雪克（低落）,右,她越说别担心，我就越觉得有什么事情……很大很大的事情……她一个人在扛。,153,,,,,jgna,,1,
#,153,雪克,雪克（低落）,右,然后就到了那天晚上。,154,,,,,jgna,,1,
#,154,舒悦杉,舒悦杉（正常）,左,火灾那天。,155,,,,,jgna,,1,
#,155,雪克,雪克（正常）,右,对。火一下子就起来了。哪里起的不知道，太快了。一下子就从后面烧过来了。,156,,,,,jgna,,1,
#,156,雪克,雪克（低落）,右,所以你问我她去哪了……我真的不知道。我连她有没有逃出去都不知道。,157,,,,,jgna,,1,
#,157,舒悦杉,舒悦杉（凝重）,左,（如果真像雪克说的发生了大火，为什么这里一点火烧的痕迹都没有？）,158,,,,,jgna,,1,
#,158,舒悦杉,舒悦杉（正常）,左,（既然他沉睡后酒馆就没人打理了，那门口那个擦得闪亮的把手是谁干的？）,159,,,,,jgna,,1,
#,159,舒悦杉,舒悦杉（平静）,左,（莉莉白失踪了，雪克被留在这里……）,160,,,,,jgna,,1,
#,160,舒悦杉,舒悦杉（凝重）,左,（以及....莉莉白到底在找什么……）,161,,,,,jgna,,1,
#,161,舒悦杉,舒悦杉（正常）,左,不要自责，雪克。莉莉白的失踪不是你的问题。,162,,,,,jgna,,1,
#,162,雪克,雪克（低落）,右,舒……,163,,,,,jgna,,1,
#,163,舒悦杉,舒悦杉（正常）,左,至少我们知道一件事——火灾是真实的。不是梦。,164,,,,,jgna,,1,
#,164,雪克,雪克（低落）,右,我接下来要说的，你可能觉得我在胡扯。但你先听完。,165,,,,,jgna,,1,
#,165,舒悦杉,舒悦杉（正常）,左,……好。,166,,,,,jgna,,1,
#,166,雪克,雪克（正常）,右,这间酒馆……不只是木头和石头堆出来的房子。,167,,,,,jgna,,1,
#,167,雪克,雪克（正常）,右,"莱特在打造它的时候，也改造了我。把我变成了它的""核心""。我能让它呼吸，也能唤醒它。",168,,,,,jgna,,1,
#,168,雪克,雪克（正常）,右,你刚才进来了应该感觉到了吧？外面全是青苔和霉味，唯独这里是干净的——那是因为这件酒馆是活的。,169,,,,,jgna,,1,
#,169,雪克,雪克（低落）,右,但是我现在很明显感知到，它现在状态很差。差到你无法想象。,170,,,,,jgna,,1,
#,170,雪克,雪克（正常）,右,而且这三个月来……你是唯一一个走进这扇门的人。,171,,,,,jgna,,1,
#,171,雪克,雪克（低落）,右,如果你也走了……这地方就彻底完了。,172,,,,,jgna,,1,
#,172,舒悦杉,舒悦杉（凝重）,左,……,173,,,,,jgna,,1,
#,173,雪克,雪克（低落）,右,所以……能不能请你留下来。,174,,,,,jgna,,1,
#,174,雪克,雪克（低落）,右,不一定要多久。哪怕先把酒馆重新开起来也好。,175,,,,,jgna,,1,
#,175,雪克,雪克（低落）,右,你是调酒师。莉莉白最信任的人。如果你愿意接手吧台……也许镇上的人会回来。,176,,,,,jgna,,1,
#,176,雪克,雪克（低落）,右,也许……有人会知道莉莉白到底去了哪。,177,,,,,jgna,,1,
#,177,舒悦杉,舒悦杉（凝重）,左,……,178,,,,,jgna,,1,
#,178,舒悦杉,舒悦杉（正常）,左,让我想想。,179,,,,,jgna,,1,
#,179,雪克,雪克（低落）,右,当然。当然。,180,,,,,jgna,,1,
#,180,舒悦杉,舒悦杉（正常）,左,雪克，我来这个镇子上就是为了找莉莉白。,181,,,,,jgna,,1,
#,181,舒悦杉,舒悦杉（正常）,左,这里是和她羁绊最深的地方，我想，或许我能在这里找到更多的答案。,182,,,,,jgna,,1,
#,182,雪克,雪克（兴奋）,右,所以，你是答应了？？！,183,,,,,jgna,,1,
#,183,舒悦杉,舒悦杉（微笑）,左,后面也拜托你多多指教了，雪克。,184,,,,,jgna,,1,
#,184,雪克,雪克（兴奋）,右,当然！当然！,185,,,,,jgna,,1,
#,185,舒悦杉,舒悦杉（平静）,左,我要怎么做？,186,,,,,jgna,,1,
#,186,雪克,雪克（兴奋）,右,很简单！就像你刚才摇晃我那样——去触碰吧台后的那个开关！,187,,,,,jgna,,1,
#,187,舒悦杉,舒悦杉（平静）,左,（触碰）,188,,,,,jgna,,1,
#,188,舒悦杉,舒悦杉（平静）,左,！,189,,,,,jgna,,1,
#,189,,,,,190,in,,,,jgn,,1,
EVENT,190,,,,,191,,,,,jgn,,1,letter2
#,191,舒悦杉,舒悦杉（凝重）,左,又是一封信……到底是谁……在背后操纵这一切？,192,,,,Explore,jgn,,1,
#,192,群众,群众A（剪影）,右,看哪！灯亮了！那间屋子活了！,193,,,,,dm,,1,
#,193,群众,群众B（剪影）,右,那个外地女人……她真的进去了！她驱散了那些黑影！,194,,,,,dm,,1,
EVENT,194,,,,,195,,,,,dm,,1,man
#,195,舒悦杉,舒悦杉（凝重）,左,刚才那个背影……,196,,,,,jgn,,1,
#,196,雪克,雪克（兴奋）,右,咳咳。,197,,,,,jgn,,1,
#,197,雪克,雪克（兴奋）,右,既然你能让这间酒馆‘活’过来，那……你会做莉莉白的酒吗？,198,,,,,jgn,,1,
#,198,舒悦杉,舒悦杉（平静）,左,我确实是个调酒师。但我和莉莉白不一样。,199,,,,,jgn,,1,
#,199,舒悦杉,舒悦杉（平静）,左,她追求的是‘可能性’，而我更在乎‘平衡’。我有我自己的风格，雪克。,200,,,,,jgn,,1,
#,200,雪克,雪克（兴奋）,右,风格？那种东西能当饭吃吗？别担心，老员工来帮你！,201,,,,,jgn,,1,
#,201,雪克,雪克（兴奋）,右,莉莉白调酒的时候我可是一直在旁边打下手的。现在换我来当你的‘导师’了！,202,,,,,jgn,,1,
#,202,雪克,雪克（兴奋）,右,看好喽！这些可都是莉莉白和我珍藏多年的宝贝材料……,203,,,,,jgn,,1,
#,203,,,,,204,in,,,,desk,,1,
#,204,雪克,雪克（疑惑）,右,欸，是这几个吗？好像是这个带刺的……哎呀不管了！都试试！,205,,,,,desk,,1,
#,205,雪克,雪克（兴奋）,右,来试试看这些材料吧！虽然我也记得不太清楚。,206,,,,,desk,,1,
#,206,雪克,雪克（兴奋）,右,但我相信你既然是那家伙唯一认可的好友，肯定能把它们变成好东西！,207,,,,,desk,,1,
#,207,舒悦杉,舒悦杉（微笑）,左,……你就这么相信我？,208,,,,,desk,,1,
#,208,雪克,雪克（兴奋）,右,哎呀不是还有我帮你嘛！尽管放手去做吧！,209,,,,,desk,,1,
EVENT,209,,,,,,,,,,,,,LoadScene:guide|new 2
