标志,ID,人物,立绘,位置,内容,跳转,背景效果,效果,音效,背景音,背景,变量,章节,事件
#,43,纳尔曼,纳尔曼（暴怒）,右,哈伦！你这个瞎了眼的木头！它刚才就在你背后！,44,,,,,jd,,,
#,44,哈伦,哈伦（冰冷）,右,舒小姐。,45,,,,,jd,,,
#,45,舒悦杉,舒悦杉（惊讶）,左,他居然叫出了我的名字。,46,,,,,jd,,,
#,46,舒悦杉,舒悦杉（凝重）,左,我确信自己这辈子都没见过这个穿军装的男人。在这种连邮件都没人回复的鬼地方，他为什么能直接叫出我的姓氏？,47,,,,,jd,,,
#,47,哈伦,哈伦（冰冷）,右,接管那间不祥的酒馆不代表你可以随意干涉小镇的治安，别在迷雾里自找麻烦。,48,,,,,jd,,,
#,48,哈伦,哈伦（冰冷）,右,这里的人不喜欢提到过去，更不喜欢提到……那个名字。,49,,,,,jd,,,
#,49,哈伦,哈伦（冰冷）,右,如果你聪明点，就该在那扇门上加把锁。,50,,,,,jd,,,
#,50,舒悦杉,舒悦杉（凝重）,左,那个名字？,51,,,,,jd,,,
#,51,舒悦杉,舒悦杉（正常）,左,……终于走了。,52,,,,,jd,,,
#,52,舒悦杉,舒悦杉（正常）,左,一个疯疯癫癫的酒鬼，满嘴都是胡言乱语；一个冷得像冰的士兵，却对我的姓名了如指掌。,53,,,,,jd,,,
#,53,舒悦杉,舒悦杉（正常）,左,这两个人……到底是谁？,54,,,,,jd,,,
#,54,,,,,55,out,,,,jd,,,
#,55,,,,,56,in,,,frozen_winter,dm,,,
#,56,舒悦杉,舒悦杉（平静）,左,跟了一路了，不打算出来打个招呼吗？,57,,,,,dm,,,
#,57,塞塔,塞塔（剪影）,右,.......,58,,,,,dm,,,
#,58,舒悦杉,舒悦杉（疑惑）,左,……塞塔？,59,,,,,dm,,,
#,59,塞塔,塞塔（胆怯）,右,.......,60,,,,,dm,,,
#,60,舒悦杉,舒悦杉（正常）,左,你认识我，对吧？,61,,,,,dm,,,
#,61,塞塔,塞塔（正常）,右,莉莉白姐姐……以前经常在大家面前提起你。她说你特别厉害，是她见过最会调酒的人。,62,,,,,dm,,,
#,62,塞塔,塞塔（正常）,右,她说等有机会，一定要介绍给我们认识……,63,,,,,dm,,,
#,63,舒悦杉,舒悦杉（正常）,左,塞塔…… 你知道莉莉白在哪吗？,64,,,,,dm,,,
#,64,塞塔,塞塔（惊恐）,右,我不知道……莉莉白姐姐……那天晚上……酒馆突然着火了。大家都吓坏了，到处乱跑。,65,,,,,dm,,,
#,65,塞塔,塞塔（惊恐）,右,我也吓坏了……我跑出去了，不敢回去看……,66,,,,,dm,,,
#,66,塞塔,塞塔（正常）,右,从火灾开始，我就没见过莉莉白姐姐……等我再回来……莉莉白姐姐就不见了。,67,,,,,dm,,,
#,67,舒悦杉,舒悦杉（正常）,左, 没事了。已经过去很久了。,68,,,,,dm,,,
#,68,舒悦杉,舒悦杉（平静）,左,刚才接上的那两个人你认识吗？那个醉醺醺的大个子和穿军装的小哥。,69,,,,,dm,,,
#,69,塞塔,塞塔（正常）,右,醉醺醺的大个子……那是纳尔曼先生。他是画画很好看的艺术家，但大家都说他是镇上的疯子。,70,,,,,dm,,,
#,70,塞塔,塞塔（正常）,右,镇上的大人都不喜欢他，说他脏兮兮的，嘴里总是嘟囔一些听不懂的话。,71,,,,,dm,,,
#,71,塞塔,塞塔（正常）,右,"但莉莉白姐姐不这么觉得。她说纳尔曼先生只是""看得太仔细了""。",72,,,,,dm,,,
#,72,塞塔,塞塔（正常）,右,他经常来酒馆，一坐就是一整天。姐姐会给他倒一杯酒，让他坐在角落里慢慢画。,73,,,,,dm,,,
#,73,塞塔,塞塔（惊恐）,右,我有点怕他……他看人的眼神，有点像在审视什么东西...眼睛总是瞪得很大。,74,,,,,dm,,,
#,74,舒悦杉,舒悦杉（平静）,左,那另一个呢？那个穿军装的。,75,,,,,dm,,,
#,75,塞塔,塞塔（ 开心）,右,他是巡逻队的队长！镇上所有人都听他的！,76,,,,,dm,,,
#,76,塞塔,塞塔（ 正常）,右,他看起来凶凶的，说话也冷冰冰的。但他其实是个好人。,77,,,,,dm,,,
#,77,塞塔,塞塔（胆怯）,右,有一次下大雨，我在街上摔了一跤，膝盖破了，坐在路边哭。,78,,,,,dm,,,
#,78,塞塔,塞塔（胆怯）,右,然后哈伦哥哥就出现了。他一句话没说，把我捞起来夹在胳膊下面，送回了酒馆。 ,79,,,,,dm,,,
#,79,塞塔,塞塔（ 正常）,右,"到了以后姐姐帮我擦药，他就站在门口。姐姐说""谢谢""，他嗯了一声就走了。 ",80,,,,,dm,,,
#,80,塞塔,塞塔（ 正常）,右,他不是凶……他就是不怎么说话。 ,81,,,,,dm,,,
#,81,塞塔,塞塔（ 开心）,右,但镇上的人都听他的。他说晚上别出门，大家就真的不出门。他说哪个巷子不安全，第二天就有人去修。,82,,,,,dm,,,
#,82,塞塔,塞塔（ 开心）,右,莉莉白姐姐说，哈伦哥哥是那种……不需要让所有人都知道他在做好事的人。,83,,,,,dm,,,
#,83,塞塔,塞塔（胆怯）,右,最近他好像很累。披风上总挂着雾水，眼睛里全是血丝。,84,,,,,dm,,,
#,84,塞塔,塞塔（胆怯）,右,昨天他巡逻经过酒馆，在门口站了一会儿。什么都没说。,85,,,,,dm,,,
#,85,塞塔,塞塔（ 正常）,右,然后走了。,86,,,,,dm,,,
#,86,舒悦杉,舒悦杉（凝重）,左,（一个会被酒馆接纳的疯子画家，和一个被孩子信任却对我发出警告的士兵队长……）,87,,,,,dm,,,
#,87,舒悦杉,舒悦杉（平静）,左,.......,88,,,,,dm,,,
#,88,舒悦杉,舒悦杉（平静）,左,跟了一路了。外面不安全，跟我回来吧。你愿意跟我回酒馆吗？,89,,,,,dm,,,
#,89,舒悦杉,舒悦杉（平静）,左,就像……当初你跟着莉莉白一样。,90,,,,,dm,,,
#,90,塞塔,塞塔（ 正常）,右,真的吗？,91,,,,,dm,,,
#,91,塞塔,塞塔（ 开心）,右,好。,92,,,,,dm,,,
#,92,,,,,93,out,,,,dm,,,
#,93,,,,,94,in,,,Dystopian,nb,,,
#,94,纳尔曼,纳尔曼（正常）,右,……终于回来了？你这儿的灯，可比当年莉莉白那时亮多了。,95,,,,,nb,,,
#,95,舒悦杉,舒悦杉（平静）,左,纳尔曼。我倒是没想到，酒馆刚开业，第一个上门的老主顾会是你。,96,,,,,nb,,,
#,96,舒悦杉,舒悦杉（平静）,左,（他现在看起来清醒得过分。刚才在街上那个疯疯癫癫、满嘴胡话的人，真的是他吗？）,97,,,,,nb,,,
#,97,纳尔曼,纳尔曼（正常）,右,害，雾木酒馆以前的常客，比你想象的多。酒馆复苏以后，老主顾总得回来瞧瞧热闹。,98,,,,,nb,,,
#,98,舒悦杉,舒悦杉（平静）,左,刚才在街上，你跟那个军人起的冲突是怎么回事？,99,,,,,nb,,,
#,99,舒悦杉,舒悦杉（平静）,左,你和那位巡逻队长关系不好吗。,100,,,,,nb,,,
#,100,纳尔曼,纳尔曼（嘲讽）,右,哈伦……呵。,101,,,,,nb,,,
#,101,纳尔曼,纳尔曼（嘲讽）,右,他以为穿上那身皮就能当全镇人的爹了？我告诉你他是哪种人。,102,,,,,nb,,,
#,102,纳尔曼,纳尔曼（正常）,右,上个月，东街第三间房子的屋顶塌了一半。主人是个老太太，大家都叫她帕尔玛婆婆。耳背，走路拄一根弯了头的旧手杖。,103,,,,,nb,,,
#,103,纳尔曼,纳尔曼（正常）,右,她在那间房子里住了四十多年。四十多年。结婚的时候搬进去的，丈夫死后她没挪过一寸。,104,,,,,nb,,,
#,104,舒悦杉,舒悦杉（平静）,左,她不肯搬，是因为丈夫？,105,,,,,nb,,,
#,105,纳尔曼,纳尔曼（正常）,右,不全是。,106,,,,,nb,,,
#,106,纳尔曼,纳尔曼（正常）,右,帕尔玛婆婆养了一只猫。灰条纹的老猫，她丈夫生前捡回来的。那只猫胆子极小，屋里随便哪个角落都能躲半天不出来。,107,,,,,nb,,,
#,107,纳尔曼,纳尔曼（正常）,右,她说她要是搬走了，那只猫不会跟她走——它只认这间屋子的墙和地板。,108,,,,,nb,,,
#,108,纳尔曼,纳尔曼（正常）,右,所以就算屋顶裂了，下雨天水从梁上漏下来，她也拿盆接着。死活不走。,109,,,,,nb,,,
#,109,舒悦杉,舒悦杉（正常）,左,然后呢。,110,,,,,nb,,,
#,110,纳尔曼,纳尔曼（正常）,右,然后哈伦来了。,111,,,,,nb,,,
#,111,纳尔曼,纳尔曼（正常）,右,他每天去她门口站着。什么都做了——帮她修屋顶、送吃的，甚至有一天暴雨，他脱了外套罩在婆婆头上把她一路护送回来。,112,,,,,nb,,,
#,112,纳尔曼,纳尔曼（正常）,右,帕尔玛婆婆骂他也好，拿手杖戳他也好，他纹丝不动。就是站着。,113,,,,,nb,,,
#,113,纳尔曼,纳尔曼（正常）,右,他几乎没怎么睡。但他还是不松口。他说那房子必须拆，继续住下去迟早出事。没有商量的余地。,114,,,,,nb,,,
#,114,纳尔曼,纳尔曼（正常）,右,后来有一天早上，婆婆不在了。镇上的人一问，才知道婆婆被巡逻队请到镇公所去了。,115,,,,,nb,,,
#,115,舒悦杉,舒悦杉（平静）,左,哈伦做的？或许他也是为了婆婆好。,116,,,,,nb,,,
#,116,纳尔曼,纳尔曼（嘲讽）,右,为了婆婆好？你知道帕尔玛婆婆搬走之后那只猫怎么样了？,117,,,,,nb,,,
#,117,纳尔曼,纳尔曼（嘲讽）,右,它躲在屋里，工人来拆房的时候它跑了。婆婆后来在镇上喊了一整天。没找到。,118,,,,,nb,,,
#,118,纳尔曼,纳尔曼（嘲讽）,右,"你知道哈伦怎么做的吗？哈伦就说了一句""我会安排人去找""。",119,,,,,nb,,,
#,119,纳尔曼,纳尔曼（暴怒）,右,"所以别再跟我说他""维持秩序""。",120,,,,,nb,,,
#,120,纳尔曼,纳尔曼（暴怒）,右,他只会这一种办法——找到问题，给出方案，执行。没有商量，没有拐弯。,121,,,,,nb,,,
#,121,纳尔曼,纳尔曼（嘲讽）,右,你以为他是在帮人？他是在完成任务。对他来讲，屋顶塌了就等于人得搬走。至于老太太在搬走的路上哭没哭——不在他的流程里。,122,,,,,nb,,,
#,122,纳尔曼,纳尔曼（嘲讽）,右,有人说他是秩序。我说他是暴政。最温柔的那种暴政。,123,,,,,nb,,,
#,123,舒悦杉,舒悦杉（正常）,左,所以你不喜欢他。,124,,,,,nb,,,
#,124,纳尔曼,纳尔曼（嘲讽）,右,我不喜欢一个做对的事情但用错的方式的人。,125,,,,,nb,,,
#,125,纳尔曼,纳尔曼（嘲讽）,右,这种人让好人理直气壮地干蠢事。你还不能骂他，因为他每件事都能拿出理由。 ,126,,,,,nb,,,
#,126,纳尔曼,纳尔曼（嘲讽）,右,这种人……比坏人难缠多了。,127,,,,,nb,,,
#,127,塞塔,塞塔（胆怯）,右,哈伦哥哥……不是那样的。,128,,,,,nb,,,
#,128,塞塔,塞塔（胆怯）,右,那天火烧起来的时候……是他把我从侧窗推出去的。,129,,,,,nb,,,
#,129,塞塔,塞塔（胆怯）,右,他虽然总是沉着脸，但他一直特别照顾我。,130,,,,,nb,,,
#,130,纳尔曼,纳尔曼（暴怒）,右,那是因为他想买个心安，小姑娘！,131,,,,,nb,,,
#,131,纳尔曼,纳尔曼（暴怒）,右,他推你出去，是因为他要给其他人一个交代！,132,,,,,nb,,,
#,132,塞塔,塞塔（惊恐）,右,啊！！！,133,,,,,nb,,,
#,133,舒悦杉,舒悦杉（生气）,左,先生..请你别吓着孩子...雾木刚开业，我可不想第一天就把客人赶出去。,134,,,,,nb,,,
#,134,纳尔曼,纳尔曼（正常）,右,哟，这就护上了？舒小姐，这镇上的“正义感”可是比过期酒还稀罕的东西。,135,,,,,nb,,,
#,135,纳尔曼,纳尔曼（正常）,右,行吧，看在莉莉白的面子上，我就不跟这小泥鳅计较了。,136,,,,,nb,,,
#,136,纳尔曼,纳尔曼（正常）,右,不过舒小姐，你既然接手了这间酒馆，我得提醒你一句。,137,,,,,nb,,,
#,137,纳尔曼,纳尔曼（正常）,右,离哈伦远一点。不是因为他危险，是因为他……无聊。,138,,,,,nb,,,
#,138,纳尔曼,纳尔曼（正常）,右,他会把你也变成一份报告。每天几点开门、几点关门、来了什么人、走了什么人。,139,,,,,nb,,,
#,139,纳尔曼,纳尔曼（嘲讽）,右,谁知道这些“维持秩序”的记录会不会有一天变成“把柄”,140,,,,,nb,,,
#,140,纳尔曼,纳尔曼（正常）,右,他对你也这样？,141,,,,,nb,,,
#,141,纳尔曼,纳尔曼（正常）,右,他对我？他倒是想。以前他想管过我。但每次他过来找茬，莉莉白就把他拉到一边去说话。,142,,,,,nb,,,
#,142,纳尔曼,纳尔曼（正常）,右,"然后他走了，莉莉白回来，拍拍我的肩膀说""没事了""。",143,,,,,nb,,,
#,143,纳尔曼,纳尔曼（嘲讽）,右,没事了？呵，好像是我惹了什么麻烦似的。我什么都没干，是他非要来找事。 ,144,,,,,nb,,,
#,144,纳尔曼,纳尔曼（正常）,右,但莉莉白总觉得哈伦是好人。 ,145,,,,,nb,,,
#,145,纳尔曼,纳尔曼（正常）,右,我没明白她到底看上他哪一点。说话像在念守则，走路不出声，脸永远板着——这种人有什么好维护的？,146,,,,,nb,,,
#,146,纳尔曼,纳尔曼（嘲讽）,右,大概整个镇子就她一个人觉得哈伦身上有温度。哦，还有这个莉莉白的“小影子”。,147,,,,,nb,,,
#,147,塞塔,塞塔（正常）,左,……,148,,,,,nb,,,
#,148,舒悦杉,舒悦杉（正常）,左,莉莉白和哈伦……很熟吗？哈伦和你一样是酒馆的常客吗？,149,,,,,nb,,,
#,149,纳尔曼,纳尔曼（嘲讽）,右," 哈伦？他可看不上这种地方。他连酒馆的门都不愿意进，嫌这里""太吵、太乱、太不清醒""。 ",150,,,,,nb,,,
#,150,纳尔曼,纳尔曼（正常）,右,但他倒是愿意站在门口，和莉莉白一站就是半个时辰。,151,,,,,nb,,,
#,151,舒悦杉,舒悦杉（正常）,左,他们在说什么？,152,,,,,nb,,,
#,152,纳尔曼,纳尔曼（正常）,右,……舒小姐。,153,,,,,nb,,,
#,153,纳尔曼,纳尔曼（正常）,右,你从进门到现在，问的全是莉莉白，要么就是哈伦。我呢？我纳尔曼这么大个人坐你面前，你连我名字都没问过。,154,,,,,nb,,,
#,154,舒悦杉,舒悦杉（正常）,左,我知道你叫纳尔曼。,155,,,,,nb,,,
#,155,纳尔曼,纳尔曼（正常）,右,哦？还知道什么？,156,,,,,nb,,,
#,156,舒悦杉,舒悦杉（正常）,左,艺术家。经常来酒馆。,157,,,,,nb,,,
#,157,纳尔曼,纳尔曼（正常）,右,没了？,158,,,,,nb,,,
#,158,舒悦杉,舒悦杉（正常）,左,……没了。,159,,,,,nb,,,
#,159,纳尔曼,纳尔曼（暴怒）,右,没了！就四个字——艺术家，经常来！——。,160,,,,,nb,,,
#,160,纳尔曼,纳尔曼（嘲讽）,右,那你知道哈伦几岁吗？知道他喜欢吃甜的还是咸的吗？你不知道，但你照样对他那么感兴趣。凭什么？行，你继续。我坐这儿喝我的，你跟空气聊。,161,,,,,nb,,,
#,161,舒悦杉,舒悦杉（疑惑）,左,……你在闹什么。,162,,,,,nb,,,
#,162,纳尔曼,纳尔曼（正常）,右,我在闹我站你面前你一个劲儿的讲别人。这都看不出来？,163,,,,,nb,,,
#,163,舒悦杉,舒悦杉（生气）,左,我现在没心情跟你——。,164,,,,,nb,,,
#,164,纳尔曼,纳尔曼（正常）,右,我知道你没心情。你朋友不见了，你急。但你看——这桌上现在只有我和你。你想从我嘴里套莉莉白跟哈伦的事，对吧？,165,,,,,nb,,,
#,165,舒悦杉,舒悦杉（凝重）,左,……,166,,,,,nb,,,
#,166,纳尔曼,纳尔曼（嘲讽）,右,那好办。哄我。用酒哄。不然我心理不平衡。不平衡，脑子就乱。脑子一乱，什么莉莉白、什么哈伦，全忘了。,167,,,,,nb,,,
#,167,舒悦杉,舒悦杉（生气）,左,你这是敲诈。,168,,,,,nb,,,
#,168,纳尔曼,纳尔曼（正常）,右,欸——别这么说。等价交换。两个名字换一杯酒，你血赚好不好？,169,,,,,nb,,,
#,169,舒悦杉,舒悦杉（生气）,左,……你确定你知道些什么有用的。,170,,,,,nb,,,
#,170,纳尔曼,纳尔曼（正常）,右,我知道的可多了。比如——莉莉白为什么老盯着哈伦看，从来不看我。这事我想了好久，想得我人都要抑郁了，哎——。,171,,,,,nb,,,
#,171,纳尔曼,纳尔曼（正常）,右,所以你这一杯，不仅要好喝，还得能治心伤。治不好你再调。再不好，再来。我今晚反正没事。你的时间我就不知道了。,172,,,,,nb,,,
#,172,舒悦杉,舒悦杉（凝重）,左,……你可真是。,173,,,,,nb,,,
#,173,纳尔曼,纳尔曼（正常）,右,我这人别的本事没有，就是脸皮厚。来吧——别让我等太久。我这心情变得快，待会儿要是改主意了，你可别后悔。,174,,,,,nb,,,
#,174,舒悦杉,舒悦杉（凝重）,左,……,175,,,,,nb,,,
#,175,舒悦杉,舒悦杉（正常）,左,（他转移了话题。）,176,,,,,nb,,,
#,176,舒悦杉,舒悦杉（正常）,左,雪克。过来。,177,,,,,nb,,,
#,177,雪克,雪克（正常）,右,怎么了？,178,,,,,nb,,,
#,178,舒悦杉,舒悦杉（正常）,左,纳尔曼和哈伦的事……你知道多少？,179,,,,,nb,,,
#,179,雪克,雪克（正常）,右,知道一点。他们确实不太对付。,180,,,,,nb,,,
#,180,舒悦杉,舒悦杉（正常）,左,不是这个。莉莉白和哈伦……他们以前经常见面吗？,181,,,,,nb,,,
#,181,雪克,雪克（正常）,右,见面？哈伦几乎不来酒馆啊。,182,,,,,nb,,,
#,182,舒悦杉,舒悦杉（正常）,左,但纳尔曼说，莉莉白会出去找他。一站在门口就是半个时辰。,183,,,,,nb,,,
#,183,雪克,雪克（惊恐）,右,……有这种事？,184,,,,,nb,,,
#,184,舒悦杉,舒悦杉（正常）,左,莉莉白从没跟你提过？,185,,,,,nb,,,
#,185,雪克,雪克（正常）,右,"没有。她……她确实有时候会突然出门,我以为她只是在巡逻附近转转，没想到……",186,,,,,nb,,,
#,186,舒悦杉,舒悦杉（正常）,左,纳尔曼知道些什么。但他这个人……我不太相信，说话半真半假的。,187,,,,,nb,,,
#,187,舒悦杉,舒悦杉（正常）,左,我们得让他开口。,188,,,,,nb,,,
#,188,雪克,雪克（正常）,右,舒，试试我和莉莉白的办法吧。,189,,,,,nb,,,
#,189,舒悦杉,舒悦杉（疑惑）,左,什么？,190,,,,,nb,,,
#,190,雪克,雪克（正常）,右,莉莉白曾和我说过，你做过吐真酒——。,191,,,,,nb,,,
#,191,雪克,舒悦杉（惊讶）,左,（打断）什么？！你要让我给客人喝那个？,192,,,,,nb,,,
#,192,雪克,雪克（正常）,右,没有啦！但是功能相似罢了。,193,,,,,nb,,,
#,193,舒悦杉,舒悦杉（凝重）,左,听着，舒。我之前和你提过我能闻到人情感的“浓度”，这是莱特制造我时给我设定的功能。,194,,,,,nb,,,
#,194,雪克,雪克（正常）,右,我知道你觉得，传统的吐真酒太粗暴了，那只会让人变成胡言乱语的白痴。所以莉莉白和我研究出了一种新办法。,195,,,,,nb,,,
#,195,雪克,雪克（正常）,右,我们不再强行撬开别人的嘴，而是通过捕捉客人当下的心事和情绪，定制出一种“共鸣剂”。,196,,,,,nb,,,
#,196,舒悦杉,舒悦杉（疑惑）,左,共鸣剂？,197,,,,,nb,,,
#,197,雪克,雪克（正常）,右,没错。这是一种温和得多的酒。它会像一把钥匙，精准地插进客人最想倾诉的那道门锁里。,198,,,,,nb,,,
#,198,雪克,雪克（正常）,右,只要酒的味道能和客人的情绪达成100%的同步，他们就会在不知不觉中卸下防备，把心底最深处的真话当成酒后谈资说出来。,199,,,,,nb,,,
#,199,舒悦杉,舒悦杉（平静）,左,（根据每个人的情绪定制……这听起来不像是调酒，更像是在调配一种心理麻醉剂。）,200,,,,,nb,,,
#,200,舒悦杉,舒悦杉（正常）,左,所以，你让我针对纳尔曼，去调一杯能和他共鸣的酒吗？但是材料——。,201,,,,,nb,,,
#,201,雪克,雪克（正常）,右,材料已经有了。塞塔给你的那张图解——<color=#91002D>冷杉苔藓</color>，还记得吗？,202,,,,,nb,,,
#,202,舒悦杉,舒悦杉（正常）,左,那个……只在最浓密的雾气里长出来的植物？,203,,,,,nb,,,
#,203,雪克,雪克（正常）,右,"对。图解背面莉莉白写过备注——那东西本来是做""置换""用的，麻痹神经，让人感觉不到疼。",204,,,,,nb,,,
#,204,雪克,雪克（正常）,右,"但莉莉白发现，如果把剂量压得极低，效果就变了。不是麻痹，是""微醺""——心里那道防线会松一点。",205,,,,,nb,,,
#,205,雪克,雪克（正常）,右,人还是清醒的，但防备会软化。这时候你顺着他的情绪，给他个宣泄的出口……,206,,,,,nb,,,
#,206,舒悦杉,舒悦杉（正常）,左,"这就是你们做""共鸣剂""的材料？",207,,,,,nb,,,
#,207,雪克,雪克（正常）,右,是其中之一。关键是量——多了人昏过去，少了没效果。莉莉白之前试过几次，我只配合过调酒……,208,,,,,nb,,,
#,208,舒悦杉,舒悦杉（正常）,左,那你现在能调吗？针对纳尔曼。,209,,,,,nb,,,
#,209,雪克,雪克（正常）,右,"能试。让我先感受一下他现在情绪的""浓度""……",210,,,,,nb,,,
#,210,雪克,雪克（正常）,右,……好重。酸涩，还有点……烫？,211,,,,,nb,,,
#,211,舒悦杉,舒悦杉（疑惑）,左,什么意思？,212,,,,,nb,,,
#,212,雪克,雪克（正常）,右,我也不太清楚，或许是“愤怒”？,213,,,,,nb,,,
#,213,舒悦杉,舒悦杉（平静）,左,我明白了。纳尔曼今天来这儿，根本不是为了喝酒。,214,,,,,nb,,,
#,214,雪克,雪克（正常）,右,那是为了什么？,215,,,,,nb,,,
#,215,舒悦杉,舒悦杉（平静）,左,他是在找一个能让他心安理得去宣泄的出口。而我要做的，就是把那个出口推到他面前。,216,,,,,nb,,,
EVENT,216,,,,,217,,,,,,,,LoadScene:gamennm|new 6
