标志,ID,人物,立绘,位置,内容,跳转,背景效果,效果,音效,背景音,背景,变量,章节,事件
#,23,舒悦杉, 舒悦杉（凝重）,左,可是，酒的搭配有千万种，我怎么知道哪一种才是这里的人想要的？,24,,,,,,,,
#,24,雪克, 雪克（得瑟）,右,嘿嘿，这你就不知道了吧？,25,,,,,,,,
#,25,雪克,雪克（兴奋）,右,我被造出来可不是为了算账的。莱特造我的时候，专门把我的鼻子调得很灵——灵到能闻到人话里的情绪。,26,,,,,,,,
#,26,雪克,雪克（兴奋）,右,客人坐在吧台前，我酒能闻到他们真正想要的是什么。,27,,,,,,,,
#,27,雪克,雪克（兴奋）,右,"例如客人嘴里说着""我想要点特别的""，但是我能感受到客人心里藏着淡淡的酸楚。",28,,,,,,,,
#,28,雪克,雪克（兴奋）,右,那是——三分苦涩，两分回甘。我想，或许和“忧郁”差不多吧？,29,,,,,,,,
#,29,舒悦杉, 舒悦杉（惊讶）,左,居然有这种功能？,30,,,,,,,,
#,30,雪克, 雪克（得瑟）,右,不然呢？你以为莉莉白这么多年怎么做到让每个人都满意的？,31,,,,,,,,
#,31,雪克, 雪克（得瑟）,右,剩下的，就看我们两个的默契了。,32,,,,,,,,
#,32,雪克,雪克（兴奋）,右,我负责闻出大方向，你负责把具体的配方配准。咱俩配合，就行了。,33,,,,,,,,
EVENT,33,,,,,34,,,,,,,,paper
#,34,雪克,雪克（正常）,右,你可以尝试用<color=#91002D>不同比例与配方</color>去调酒。,35,,,,,,,,
#,35,雪克,雪克（正常）,右,<color=#91002D>所有的记录都会写在这张纸上。</color>,36,,,,,,,,
#,36,雪克,雪克（正常）,右,点击下方的<color=#91002D>Shake</color>确认你的方案，我会针对你选择的<color=#91002D>种类与剂量</color>进行准确性反馈。,37,,,,,,,,
#,37,雪克,雪克（正常）,右,一杯酒由<color=#91002D>一种基酒，一种辅酒与两种调料</color>构成，每种材料有<color=#91002D>一到三</color>的剂量可以选择。,38,,,,,,,,
#,38,雪克,雪克（正常）,右,通过一次次的尝试和反馈，我们就能锁定那个唯一的“正确答案”。,39,,,,,,,,
#,39,雪克,雪克（正常）,右,不过记录的次数也是有限的。,40,,,,,,,,
#,40,雪克,雪克（正常）,右,现在的话，大概能记<color=#91002D>6条数据</color>吧。,41,,,,,,,,
#,41,雪克,雪克（正常）,右,事不宜迟，我们现在就开始。,42,,,,,,,,
#,42,雪克,雪克（正常）,右,我想想，为了庆祝再次开张，第一杯我教你做莉莉白最喜欢的怎么样？,43,,,,,,,,
#,43,雪克,雪克（喜欢）,右,她以前每次忙完一天，都要自己调一杯坐在窗边喝。,44,,,,,,,,
#,44,舒悦杉, 舒悦杉（微笑）,左,哦？什么酒？,45,,,,,,,,
#,45,雪克,雪克（喜欢）,右,材料很简单——朗姆打底，加点果汁，薄荷，柠檬。清爽挂的。,46,,,,,,,,
#,46,雪克,雪克（正常）,右,喝起来……怎么说呢，像夏天傍晚开窗的那一下。薄荷的凉先冲上来，然后果汁的甜中和掉朗姆的烈，最后留下来的是一点点酸，让人想再喝一口。,47,,,,,,,,
#,47,雪克,雪克（惊恐）,右,等等，配比是多少来着？,48,,,,,,,,
#,48,雪克,雪克（正常）,右,朗姆……果汁……薄荷……,49,,,,,,,,
#,49,雪克,雪克（低落）,右,……完了。我想不起来了。,50,,,,,,,,
#,50,雪克,雪克（低落）,右,我就记得她调的时候动作很快，冰块撞在杯子里声音很脆……但具体放多少我真的忘了。,51,,,,,,,,
#,51,雪克,雪克（得瑟）,右,不过！你这么厉害，又跟莉莉白那么熟，肯定知道她喜欢什么口感吧？,52,,,,,,,,
#,52,雪克,雪克（得瑟）,右,稍微试试就出来了。来吧，你来配，我在旁边给你打辅助！,53,,,,,,,,
EVENT,53,,,,,54,,,,,,,,引导
EVENT,54,,,,,55,,,,,,,,引导1
EVENT,55,,,,,56,,,,,,,,引导2
EVENT,56,,,,,57,,,,,,,,引导3
EVENT,57,,,,,58,,,,,,,,引导4
#,58,舒悦杉, 舒悦杉（平静）,左,……配比都能忘，你这些年到底在酒馆里干嘛。那莉莉白调的时候你在旁边看着吗？,59,,,,,,,,
#,59,雪克,雪克（正常）,右,看着啊。,60,,,,,,,,
#,60,舒悦杉, 舒悦杉（正常）,左,就光看？,61,,,,,,,,
#,61,雪克,雪克（正常）,右,……也帮忙递柠檬。,62,,,,,,,,
#,62,舒悦杉, 舒悦杉（凝重）,左,……行吧。我来。,63,,,,,,,,
#,63,舒悦杉, 舒悦杉（正常）,左,<color=#91002D>朗姆、果汁、薄荷、柠檬</color>。清爽，带一点点酸是吗。,64,,,,Adventure,,,,
EVENT,64,,,,,65,,,,,,,,tip
EVENT,65,,,,,66,,,,,,,,tip2
EVENT,66,,,,,67,,,,,,,,jiu1
#,67,雪克,雪克（兴奋）,右,我就知道！我就知道你有天赋！,68,,,,Explore,,,,
#,68,雪克,雪克（兴奋）,右,你看吧，舒，你是不亚于莉莉白的天才调酒师！,69,,,,,,,,
#,69,雪克,雪克（喜欢）,右,快尝尝快尝尝！让我闻闻是不是那个味道！,70,,,,,,,,
#,70,舒悦杉, 舒悦杉（平静）,左,这味道……,71,,,,,,,,
#,71,雪克,雪克（喜欢）,右,怎么样？是不是一模一样？,72,,,,,,,,
#,72,舒悦杉, 舒悦杉（平静）,左,很好喝。但我有点奇怪。莉莉白真的喜欢这种口味吗？,73,,,,,,,,
#,73,雪克,雪克（正常）,右,对啊。她每次忙完都自己调一杯。,74,,,,,,,,
#,74,舒悦杉, 舒悦杉（平静）,左,这酒偏甜，入口很柔和，喝完嘴里还留着薄荷的凉。,75,,,,,,,,
#,75,舒悦杉, 舒悦杉（平静）,左,但莉莉白……她以前喝酒喜欢烈一点的。苦艾、龙舌兰那种。她说过甜味会让她走神。,76,,,,,,,,
#,76,舒悦杉, 舒悦杉（正常）,左,这杯反而……更像是我会喜欢的。,77,,,,,,,,
#,77,雪克,雪克（正常）,右,啊？那可能是……我记错了？,78,,,,,,,,
#,78,雪克,雪克（正常）,右,不对啊，我明明记得她每次都坐窗边喝这个……,79,,,,,,,,
#,79,舒悦杉, 舒悦杉（正常）,左,这杯酒……有名字吗？,80,,,,,,,,
#,80,雪克,雪克（正常）,右,"她好像没说过叫什么。每次都是""今天那杯""或者""老样子""。 ",81,,,,,,,,
#,81,雪克,雪克（兴奋）,右,要不……你来起一个？,82,,,,,,,,
#,82,舒悦杉, 舒悦杉（惊讶）,左,我起？,83,,,,,,,,
#,83,雪克,雪克（喜欢）,右,对啊。反正你调出来的，而且你也喜欢喝。,84,,,,,,,,
#,84,雪克,雪克（喜欢）,右,就当是酒馆重新开张的第一杯招牌酒。你说了算。,85,,,,,,,,
#,85,舒悦杉, 舒悦杉（平静）,左,"那就叫""忘了配比""。",86,,,,,,,,
#,86,舒悦杉, 舒悦杉（微笑）,左,纪念某人关键时候掉链子。,87,,,,,,,,
#,87,雪克,雪克（低落）,右,……能不能换一个。,88,,,,,,,,
#,88,舒悦杉, 舒悦杉（微笑）,左,"开玩笑的。就叫 ""老样子""吧",89,,,,,,,,
#,89,雪克,雪克（正常）,右,啊？这不是她以前每次叫的名字吗？,90,,,,,,,,
#,90,舒悦杉, 舒悦杉（微笑）,左, 嗯对啊，“老样子”，不是很好吗？,91,,,,,,,,
#,91,雪克,雪克（喜欢）,右,喔！好！,92,,,,,,,,
#,92,雪克,雪克（正常）,右,好了，酒有了，名字也有了。,93,,,,,,,,
#,93,雪克,雪克（正常）,右,接下来怎么办？你刚才说有线索……是什么线索？,94,,,,,,,,
#,94,舒悦杉, 舒悦杉（正常）,左,两封信。一封叫我过来，另一封……不太对劲。,95,,,,,,,,
#,95,舒悦杉, 舒悦杉（凝重）,左,而且我进来之前查过，这个小镇在外界报道里几乎不存在。有人刻意在隐瞒什么。,96,,,,,,,,
#,96,舒悦杉, 舒悦杉（正常）,左,要找莉莉白，得先搞清楚这里到底发生了什么。 ,97,,,,,,,,
#,97,舒悦杉, 舒悦杉（正常）,左,雪克，我觉得莉莉白的失踪不简单。 ,98,,,,,,,,
#,98,舒悦杉, 舒悦杉（凝重）,左,那场大火没有留下痕迹，酒馆毫发无损。还有这两封信……,99,,,,,,,,
#,99,舒悦杉,舒悦杉（凝重）,左,既然这间酒馆对这里的某些人来说意义重大……,100,,,,,,,,
#,100,舒悦杉, 舒悦杉（正常）,左,那我们就把它经营起来，总会有秘密会顺着酒香摸到这里来的。,101,,,,,,,,
#,101,,,,,102,out,,,,,,,
EVENT,102,,,,,,,,,,,,,LoadScene:seta|new 3
