标志,ID,人物,立绘,位置,内容,跳转,背景效果,效果,音效,背景音,背景,变量,章节,事件
#,112,莱特,莱特（正常）,右,你和莉莉白真像。什么都想知道，什么都想搞清楚。,113,,,,,jd,,,
#,113,莱特,莱特（严肃）,右,到了广场你自然懂了。,114,,,,,jd,,,
#,114,舒悦杉,舒悦杉（平静）,左,广场？,115,,,,,jd,,,
#,115,舒悦杉,舒悦杉（正常）,左,（……只能先跟着了。）,116,,,,,jd,,,
#,116,,,,,117,in,,,Mystery Unsolved,ds,,,
#,117,莱特,莱特（严肃）,右,到了。,118,,,,,ds,,,
#,118,莱特,莱特（严肃）,右,知道我为什么要带你来这里吗？,119,,,,,ds,,,
#,119,舒悦杉,舒悦杉（正常）,左,因为“苔母”？我知道这个哈伦和我说过，你不会就是要和我说这——。,120,,,,,ds,,,
#,120,莱特,莱特（严肃）,右,"镇上的人叫它""苔母""，以为是神迹。",121,,,,,ds,,,
#,121,莱特,莱特（严肃）,右,但他们不知道的是，这下面曾经活着的东西，和酒馆里的那颗卵，是同一个源头。,122,,,,,ds,,,
#,122,舒悦杉,舒悦杉（疑惑）,左,同一个源头？,123,,,,,ds,,,
#,123,莱特,莱特（严肃）,右,"<color=#91002D>酒虫。这才是""苔母""真正的名字。</color>吃雾而生，吐雾而死。",124,,,,,ds,,,
#,124,莱特,莱特（严肃）,右,先祖们偶然泼酒退雾的那一年，不是因为酒有奇效——是因为酒里有酒虫的残余。酒虫吃了雾，雾就散了。,125,,,,,ds,,,
#,125,莱特,莱特（严肃）,右,镇长知道真相。所以他才定下祭祀——每年泼酒，不是为了敬神，。,126,,,,,ds,,,
#,126,莱特,莱特（严肃）,右,是为了喂养地下的酒虫，让它继续替镇上吃雾。而活祭……,127,,,,,ds,,,
#,127,莱特,莱特（严肃）,右,我父亲曾经是科马克的助手。他负责的，就是那一部分。,128,,,,,ds,,,
#,128,舒悦杉,舒悦杉（惊讶）,左,你的父亲……,129,,,,,ds,,,
#,129,莱特,莱特（正常）,右,他亲眼看过太多次。不忍心，所以开始研究——想找到一种不需要活祭就能除雾的办法。,130,,,,,ds,,,
#,130,莱特,莱特（严肃）,右,他设计了初版除雾机的雏形，用机械抽取雾气，代替祭祀。,131,,,,,ds,,,
#,131,莱特,莱特（严肃）,右,镇民把他当成异类，说他的机器亵渎了神灵。他被赶出了镇子，最后死在外面。,132,,,,,ds,,,
#,132,舒悦杉,舒悦杉（正常）,左,莱特……,133,,,,,ds,,,
#,133,莱特,莱特（严肃）,右,但他留下了一本笔记。笔记里写着真相——酒虫吃雾，雾养酒虫，这是自然的循环。,134,,,,,ds,,,
#,134,莱特,莱特（严肃）,右,除雾机只是强行抽走雾气，那东西产生的废气让雾变得更有毒。真正的除雾，需要酒虫。,135,,,,,ds,,,
#,135,莱特,莱特（严肃）,右,父亲研究了一辈子，想找到一种不需要活祭也能让酒虫存活的方法。,136,,,,,ds,,,
#,136,莱特,莱特（严肃）,右,他创造了类似苔藓的环境，模拟酒虫需要的温湿生态。但他死前没有完成。那本笔记……传到了我手里。,137,,,,,ds,,,
#,137,莱特,莱特（正常）,右,莉莉白找到我的时候，我看到了我父亲年轻时的影子。她不在乎镇上的人怎么看她。,138,,,,,ds,,,
#,138,莱特,莱特（正常）,右,她只想找到真正救人的办法。所以我帮她改造了酒馆，把我父亲的研究用在了那里。,139,,,,,ds,,,
#,139,莱特,莱特（正常）,右,酒馆的心脏——那颗卵——需要一个能呼吸的温床，而不是冰冷的机器。,140,,,,,ds,,,
#,140,莱特,莱特（正常）,右,"我把酒馆变成了一个微型的""苔藓生态缸""。那是孵化虫卵唯一的环境。如果镇上的人没有阻挠，如果莉莉白没有被逼当众自证……",141,,,,,ds,,,
#,141,莱特,莱特（正常）,右,那颗卵现在已经孵化了。酒馆会变成一个活的除雾器，不需要活祭，不需要科马克。,142,,,,,ds,,,
#,142,舒悦杉,舒悦杉（惊讶）,左,所以所有人都想找到的东西是...<color=#91002D>酒虫卵</color>。,143,,,,,ds,,,
#,143,舒悦杉,舒悦杉（凝重）,左,没有人能找到他，是因为酒虫卵早就和就酒馆合为一体了。,144,,,,,ds,,,
#,144,莱特,莱特（严肃）,右,但他们烧了她。也烧了酒馆。或者说，他们以为烧了。,145,,,,,ds,,,
#,145,塞塔,塞塔（胆怯）,右,那……卵还在吗？它会不会被烧坏了？,146,,,,,ds,,,
#,146,莱特,莱特（严肃）,右,还在。酒馆的核心在最深处。火只烧了外面。那颗卵……和酒馆的'心脏'长在了一起。它还在呼吸，但已经很虚弱了。,147,,,,,ds,,,
#,147,莱特,莱特（正常）,右,金女士。,148,,,,,ds,,,
#,148,金女士,金女士（微笑）,右,莱特……你果然还是回来了。,149,,,,,ds,,,
#,149,金女士,金女士（正常）,右,舒小姐，你来到这岛上，是因为收到了一封信吧？,150,,,,,ds,,,
#,150,舒悦杉,舒悦杉（凝重）,左,你怎么会知道？那封信上没有任何署名。,151,,,,,ds,,,
#,151,舒悦杉,舒悦杉（凝重）,左,（那封带着陈年酒曲异香的信，是我来这里的唯一理由。我一直在找那个寄信的人。）,152,,,,,ds,,,
#,152,金女士,金女士（正常）,右,别再猜了。那封信背后的主人是奎姆，也就是现在的商会会长。,153,,,,,ds,,,
#,153,金女士,金女士（正常）,右,而我，就是那个替他整理资料、确保那封信能精准送到你手上的人。我是他的商业顾问，或者说……他的执行人。,154,,,,,ds,,,
#,154,舒悦杉,舒悦杉（凝重）,左,奎姆？他引诱我来苔眠地做什么？,155,,,,,ds,,,
#,155,金女士,金女士（正常）,右,他需要一个外来者——不被这个镇子的关系网绑住的人——来查莉莉白的事 。,156,,,,,ds,,,
#,156,舒悦杉,舒悦杉（凝重）,左,"所以你从一开始就在骗我。你所谓的""伙伴情分""，也是奎姆实验的一部分？",157,,,,,ds,,,
#,157,金女士,金女士（正常）,右,我以为那只是生意，以为这样能逼她妥协，把配方卖给商会换取安全。,158,,,,,ds,,,
#,158,金女士,金女士（恐慌）,右,直到她被科马克抓起来，直到那把火烧起来……我才意识到我到底成了谁的刀。,159,,,,,ds,,,
#,159,金女士,金女士（正常）,右,但现在我不能继续装了。莱特回来了，虫卵还活着——舒小姐，如果莱特说的是真的。,160,,,,,ds,,,
#,160,金女士,金女士（正常）,右,那颗卵一旦孵化，科马克绝不会坐视不管。他会再来一次，到时候就不仅仅是一个酒馆这么简单了。,161,,,,,ds,,,
#,161,金女士,金女士（正常）,右,再不讲出来，这个镇子就完了。,162,,,,,ds,,,
#,162,莱特,莱特（不屑）,右,"哦？所以你是因为""镇子要完了""才开口，不是因为良心发现？",163,,,,,ds,,,
#,163,金女士,金女士（微笑）,右,随你怎么说。我至少把真相交出来了，而你呢，莱特？,164,,,,,ds,,,
#,164,金女士,金女士（微笑）,右,你明知莉莉白会被阻挠，还是把虫卵交给了她——你也有一份责任。,165,,,,,ds,,,
#,165,莱特,莱特（正常）,右,我没有逼她。是她自己的选择。,166,,,,,ds,,,
#,166,舒悦杉,舒悦杉（正常）,左,不管你们各自的理由是什么，现在最重要的事只有一件——找到莉莉白，搞清楚那晚到底发生了什么。,167,,,,,ds,,,
#,167,舒悦杉,舒悦杉（正常）,左,我需要你们的帮助。,168,,,,,ds,,,
#,168,舒悦杉,舒悦杉（正常）,左,莱特，你说的虫卵，也就是酒馆核心——我想去亲自去看看它。,169,,,,,ds,,,
#,169,舒悦杉,舒悦杉（正常）,左,而金女士，你替奎姆寄了信，你知道他的计划——既然你说会帮忙，希望今晚你也把你知道的全部交代清楚。,170,,,,,ds,,,
#,170,莱特,莱特（正常）,右,好。,171,,,,,ds,,,
#,171,金女士,金女士（正常）,右,……行。,172,,,,,ds,,,
#,172,,,,,173,in,,,The_Trouble_Always_Comes_From_You_full,jgn,,,
#,173,雪克,雪克（惊恐）,右,舒……我感觉到了。核心频率被接管了……那是莱特的信号！,174,,,,,jgn,,,
#,174,莱特,莱特（正常）,右,别紧张。酒馆只是认出了它的造物主。,175,,,,,jgn,,,
#,175,莱特,莱特（正常）,右,毕竟，是我亲手把它从一堆死木头，改造成了活物。,176,,,,,jgn,,,
#,176,雪克,雪克（兴奋）,右,哇哦……好久没见过它这么精神了！就像莉莉白还在的时候——。,177,,,,,jgn,,,
#,177,莱特,莱特（严肃）,右,"别高兴太早。我强制启动了酒馆的""心肺系统""来维持那颗卵的活性。酒馆现在是在透支运转。",178,,,,,jgn,,,
#,178,莱特,莱特（正常）,右,我知道你要干什么，舒。你想用莉莉白的办法，从那些人嘴里套出真相。,179,,,,,jgn,,,
#,179,莱特,莱特（正常）,右,但由于我启动了心肺系统，今晚的基液只够你挥霍两次。<color=#91002D>两次共鸣剂，两次机会。选好你要审问的人。</color>,180,,,,,jgn,,,
#,180,哈伦,哈伦（正常）,右,莱特。你竟然还敢回来。,181,,,,,jgn,,,
#,181,莱特,莱特（不屑）,右,哈伦队长。你还是这么尽职。,182,,,,,jgn,,,
#,182,金女士,金女士（微笑）,右,哟，看来今晚人齐了。,183,,,,,jgn,,,
#,183,舒悦杉,舒悦杉（平静）,左,坐吧。,184,,,,,jgn,,,
#,184,舒悦杉,舒悦杉（平静）,左,今天在雕塑前，莱特告诉我了酒虫的真相。科马克一直在用活祭喂养地下的酒虫。,185,,,,,jgn,,,
#,185,舒悦杉,舒悦杉（平静）,左,而莉莉白想用另一种方式孵化它——不需要活祭的方式。,186,,,,,jgn,,,
#,186,舒悦杉,舒悦杉（平静）,左,金女士承认了，那封引我来苔眠地的信是奎姆指使的，她是执行人。,187,,,,,jgn,,,
#,187,舒悦杉,舒悦杉（平静）,左,现在，我想听你们的说法。,188,,,,,jgn,,,
#,188,哈伦,哈伦（正常）,右,你还要听什么？我已经告诉你了，我那天关了门。我没什么好补充的。,189,,,,,jgn,,,
#,189,金女士,金女士（轻蔑）,右,"哈伦，你当然有补充的。你那天晚上只是""关了门""？你没去见科马克？",190,,,,,jgn,,,
#,190,哈伦,哈伦（生气）,右,你又来了？我说了，我不知道他们会放火！,191,,,,,jgn,,,
#,191,金女士,金女士（轻蔑）,右,"不知道？你把你所知道的关于莉莉白""私藏违禁品""的事全告诉了镇长。",192,,,,,jgn,,,
#,192,金女士,金女士（轻蔑）,右,"然后镇长就派人去烧了酒馆。你管这叫""不知道""？",193,,,,,jgn,,,
#,193,哈伦,哈伦（生气）,右,我只是想让秩序接管失控的实验！我没想过他们会——。,194,,,,,jgn,,,
#,194,金女士,金女士（轻蔑）,右,秩序？（打断）在苔眠地，秩序就是科马克手里的刀。你递给他刀，现在怪他砍了人？,195,,,,,jgn,,,
#,195,哈伦,哈伦（生气）,右,你呢？你拿着奎姆的钱，散播莉莉白是女巫的谣言！是你先把她逼到了墙角！,196,,,,,jgn,,,
#,196,金女士,金女士（轻蔑）,右,"我至少是在做生意。你呢？你是在""保护妹妹""？保护到她现在还躺在那张苔藓床上冒雾？",197,,,,,jgn,,,
#,197,哈伦,哈伦（生气）,右,你——！,198,,,,,jgn,,,
#,198,莱特,莱特（不屑）,右,吵完了？,199,,,,,jgn,,,
#,199,莱特,莱特（不屑）,右,一个递刀，一个造谣。你们两个争来争去，只是在比谁的罪更轻。,200,,,,,jgn,,,
#,200,莱特,莱特（正常）,右,舒，别听他们吵。相信你自己的判断。,201,,,,,jgn,,,
#,201,舒悦杉,舒悦杉（凝重）,左,（莱特说得对。哈伦和金夫人互相攻击的时候，不是在揭露真相，而是在推卸责任。我需要让他们单独面对我。）,202,,,,,jgn,,,
#,202,舒悦杉,舒悦杉（凝重）,左,我没想到哈伦回来，现在塞塔和雪克暂且不论，酒馆里的三个人...,203,,,,,jgn,,,
#,203,舒悦杉,舒悦杉（凝重）,左,<color=#91002D>我只能选择两个人....</color>,204,,,,,jgn,,,
CHOICE,204,,,,哈伦和金女士。,205,,,,,,,,
EVENT,205,,,,,,,,,,,,,LoadScene:gamehl2|new 9
